activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
pembrolizumab,dyspnoeas,1151,1273.32,0.9,0.9,0.9,0.86038,0.90346,0.94796
sulfamethoxazole,dyspnoeas,242,252.08,0.96,0.96,0.96,0.85976,0.95731,1.06196
docetaxel,dyspnoeas,2439,2748.91,0.89,0.89,0.89,0.85784,0.88705,0.91692
sumatriptan,dyspnoeas,913,1007.34,0.91,0.91,0.91,0.85735,0.90574,0.95593
doxycycline,dyspnoeas,543,589.12,0.92,0.92,0.92,0.85722,0.92065,0.98713
acebutolol,dyspnoeas,31,25.78,1.2,1.2,1.16,0.85696,1.16483,1.53923
follitropin alfa,dyspnoeas,30,24.8,1.21,1.21,1.16,0.85624,1.16995,1.55265
daptomycin,dyspnoeas,239,250.44,0.95,0.95,0.95,0.85406,0.95161,1.05632
atovaquone,dyspnoeas,120,119.96,1,1,0.99,0.85267,0.99415,1.1505
dorzolamide/timolol,dyspnoeas,82,79.47,1.03,1.03,1.02,0.84821,1.02207,1.21822
calcium,dyspnoeas,281,299.54,0.94,0.94,0.94,0.84717,0.93592,1.03065
axitinib,dyspnoeas,460,502.05,0.92,0.92,0.91,0.84666,0.915,0.98691
bendamustine,dyspnoeas,265,281.9,0.94,0.94,0.94,0.84625,0.93771,1.03554
mycophenolate,dyspnoeas,307,329.91,0.93,0.93,0.93,0.84423,0.9286,1.01841
astemizole,dyspnoeas,58,54.24,1.07,1.07,1.05,0.84384,1.0542,1.29699
prednisolone,dyspnoeas,893,1003.44,0.89,0.89,0.89,0.84131,0.88935,0.93918
siponimod,dyspnoeas,262,280.66,0.93,0.93,0.93,0.83989,0.93122,1.02894
teriparatide,dyspnoeas,2624,3028.63,0.87,0.87,0.87,0.8387,0.86622,0.89433
timolol,dyspnoeas,284,306.28,0.93,0.93,0.92,0.8379,0.92518,1.01831
antithymocyte,dyspnoeas,158,164.7,0.96,0.96,0.95,0.83583,0.95517,1.08535
cefoxitin,dyspnoeas,51,47.35,1.08,1.08,1.06,0.83543,1.05965,1.32086
crizanlizumab,dyspnoeas,50,46.3,1.08,1.08,1.06,0.83529,1.06204,1.32661
basiliximab,dyspnoeas,81,79.67,1.02,1.02,1.01,0.83497,1.00728,1.20184
amphotericin b,dyspnoeas,236,253.52,0.93,0.93,0.93,0.83262,0.92836,1.03118
hydroxychloroquine,dyspnoeas,459,510.97,0.9,0.9,0.9,0.83005,0.89712,0.96771
pralsetinib,dyspnoeas,9,5.14,1.75,1.75,1.46,0.82971,1.48127,2.42393
cyclosporine,dyspnoeas,1474,1700.96,0.87,0.87,0.87,0.82967,0.86624,0.90388
omacetaxine,dyspnoeas,29,24.69,1.17,1.17,1.13,0.82749,1.13685,1.51547
thalidomide,dyspnoeas,1032,1183.76,0.87,0.87,0.87,0.82749,0.87132,0.91668
remdesivir,dyspnoeas,138,143.87,0.96,0.96,0.95,0.8273,0.95445,1.09402
irinotecan,dyspnoeas,535,601.42,0.89,0.89,0.89,0.82693,0.88859,0.95324
peginterferon,dyspnoeas,33,28.93,1.14,1.14,1.1,0.82432,1.10964,1.45448
naloxone,dyspnoeas,140,146.68,0.95,0.95,0.95,0.82421,0.9499,1.08776
loracarbef,dyspnoeas,68,66.47,1.02,1.02,1.01,0.82399,1.01164,1.22586
enzalutamide,dyspnoeas,1528,1777.08,0.86,0.86,0.86,0.82388,0.85953,0.8962
omeprazole,dyspnoeas,1528,1778.56,0.86,0.86,0.86,0.82319,0.85881,0.89546
bevacizumab,dyspnoeas,2089,2448.78,0.85,0.85,0.85,0.82254,0.85286,0.88391
pafolacianine,dyspnoeas,2,0.08,25.68,25.68,5.84,0.82178,7.01892,31.46536
imipenem,dyspnoeas,34,30.22,1.13,1.13,1.09,0.81801,1.09617,1.43142
butorphanol,dyspnoeas,125,131.18,0.95,0.95,0.95,0.81547,0.94778,1.0937
atezolizumab,dyspnoeas,662,760.91,0.87,0.87,0.87,0.81492,0.86928,0.92601
branaplam,dyspnoeas,4,1.09,3.67,3.67,1.98,0.81473,1.99814,4.75516
bactrim,dyspnoeas,134,141.93,0.94,0.94,0.94,0.8126,0.93952,1.07902
balsalazide,dyspnoeas,19,14.91,1.27,1.27,1.2,0.8121,1.20509,1.70924
mefenamate,dyspnoeas,32,28.39,1.13,1.13,1.09,0.81063,1.09638,1.44273
telavancin,dyspnoeas,8,4.4,1.82,1.82,1.47,0.80993,1.49883,2.5206
urokinase,dyspnoeas,72,72.23,1,1,0.98,0.80852,0.9868,1.18956
ibuprofen,dyspnoeas,2887,3462.9,0.83,0.83,0.83,0.80829,0.83355,0.85933
sipuleucel-t,dyspnoeas,140,149.6,0.94,0.94,0.93,0.80827,0.93153,1.06673
bexarotene,dyspnoeas,30,26.52,1.13,1.13,1.09,0.80372,1.09814,1.45723
penicillin,dyspnoeas,125,133.28,0.94,0.94,0.93,0.80275,0.93299,1.07663
nifedipine,dyspnoeas,429,492.67,0.87,0.87,0.87,0.80244,0.86963,0.94047
prasugrel,dyspnoeas,238,265.82,0.9,0.9,0.89,0.80137,0.8931,0.99159
darolutamide,dyspnoeas,31,27.68,1.12,1.12,1.08,0.80077,1.08841,1.43813
ravulizumab,dyspnoeas,68,68.45,0.99,0.99,0.98,0.80057,0.98289,1.19102
temefos,dyspnoeas,10,6.31,1.59,1.59,1.36,0.80005,1.38487,2.21136
methionine,dyspnoeas,52,50.81,1.02,1.02,1.01,0.79698,1.00848,1.25453
mepivacaine,dyspnoeas,114,121.52,0.94,0.94,0.93,0.79676,0.93275,1.08342
cefaclor,dyspnoeas,596,700.51,0.85,0.85,0.85,0.79409,0.85005,0.90858
sibutramine,dyspnoeas,207,232.14,0.89,0.89,0.89,0.79152,0.88917,0.99454
fosinopril,dyspnoeas,62,62.69,0.99,0.99,0.98,0.78843,0.97765,1.195
pegaspargase,dyspnoeas,140,153.76,0.91,0.91,0.91,0.78657,0.90652,1.03809
anistreplase,dyspnoeas,19,15.46,1.23,1.23,1.16,0.78585,1.16608,1.65373
methotrexate,dyspnoeas,3736,4643.15,0.8,0.8,0.8,0.78307,0.80452,0.82637
sugammadex,dyspnoeas,51,50.62,1.01,1.01,0.99,0.78293,0.99304,1.23781
lenvatinib,dyspnoeas,607,724.31,0.84,0.84,0.84,0.78271,0.83733,0.89445
sacituzumab govitecan,dyspnoeas,69,71.22,0.97,0.97,0.96,0.78251,0.95925,1.16081
paricalcitol,dyspnoeas,305,355.38,0.86,0.86,0.86,0.77864,0.85672,0.93986
picosulfate,dyspnoeas,5,1.99,2.52,2.52,1.67,0.77762,1.70505,3.32905
betamethasone,dyspnoeas,297,346.07,0.86,0.86,0.86,0.77755,0.85664,0.94092
thiethylperazine,dyspnoeas,9,5.61,1.61,1.61,1.36,0.77406,1.38092,2.25484
calcitonin,dyspnoeas,118,129.93,0.91,0.91,0.9,0.77388,0.90349,1.04682
simvastatin,dyspnoeas,1544,1912.62,0.81,0.81,0.81,0.77372,0.80703,0.84127
pipobroman,dyspnoeas,8,4.67,1.71,1.71,1.4,0.77326,1.43006,2.40003
methysergide,dyspnoeas,26,23.32,1.11,1.11,1.07,0.77057,1.07818,1.45881
sirolimus,dyspnoeas,356,422.31,0.84,0.84,0.84,0.77056,0.84175,0.9172
dipyridamole,dyspnoeas,174,198.46,0.88,0.88,0.87,0.76962,0.87389,0.98719
tucatinib,dyspnoeas,64,66.62,0.96,0.96,0.95,0.76923,0.95054,1.15834
neostigmine,dyspnoeas,15,11.64,1.29,1.29,1.19,0.76905,1.20071,1.77165
penicillin v,dyspnoeas,63,65.57,0.96,0.96,0.95,0.76791,0.95053,1.16006
lorazepam,dyspnoeas,606,737.39,0.82,0.82,0.82,0.76754,0.82116,0.87722
talazoparib,dyspnoeas,29,26.75,1.08,1.08,1.05,0.76686,1.05351,1.40426
felodipine,dyspnoeas,78,83.33,0.94,0.94,0.93,0.76676,0.92838,1.11128
alirocumab,dyspnoeas,551,669.4,0.82,0.82,0.82,0.76613,0.82239,0.88133
parathyroid hormone,dyspnoeas,136,153.06,0.89,0.89,0.88,0.76606,0.88474,1.0151
fluorouracil,dyspnoeas,696,852.91,0.82,0.82,0.82,0.7657,0.81546,0.86733
cytarabine,dyspnoeas,417,501.43,0.83,0.83,0.83,0.76555,0.83062,0.89927
ceftazidime,dyspnoeas,188,217.42,0.86,0.86,0.86,0.763,0.86215,0.96953
ivosidenib,dyspnoeas,39,38.28,1.02,1.02,1,0.7609,0.99953,1.28359
tranexamic acid,dyspnoeas,48,48.67,0.99,0.99,0.97,0.76042,0.97174,1.21907
orphenadrine,dyspnoeas,21,18.18,1.15,1.15,1.1,0.76018,1.10587,1.54383
thiamine,dyspnoeas,22,19.27,1.14,1.14,1.09,0.76003,1.09591,1.51916
dexlansoprazole,dyspnoeas,144,164.12,0.88,0.88,0.87,0.75986,0.87396,0.99896
velaglucerase alfa,dyspnoeas,67,71.02,0.94,0.94,0.93,0.75974,0.93422,1.13358
allopurinol,dyspnoeas,331,397.08,0.83,0.83,0.83,0.75939,0.83231,0.90976
fluvastatin,dyspnoeas,122,137.33,0.89,0.89,0.88,0.75929,0.88415,1.02199
zirconium zr 89 crefmirlimab berdoxam,dyspnoeas,4,1.25,3.21,3.21,1.81,0.75922,1.84157,4.11582
hydrocortisone,dyspnoeas,291,347.32,0.84,0.84,0.84,0.7584,0.83637,0.91952
risedronate,dyspnoeas,239,282.45,0.85,0.85,0.84,0.75778,0.84432,0.93722
abatacept,dyspnoeas,2396,3056.32,0.78,0.78,0.78,0.75777,0.78381,0.81044
cisapride,dyspnoeas,253,300.01,0.84,0.84,0.84,0.75764,0.84158,0.9315
oxybate,dyspnoeas,1967,2507.62,0.78,0.78,0.78,0.75552,0.78424,0.81368
morphine/naltrexone,dyspnoeas,38,37.46,1.01,1.01,0.99,0.75456,0.99482,1.28149
cinoxacin,dyspnoeas,21,18.34,1.15,1.15,1.09,0.75419,1.09714,1.53161
total parenteral nutrition,dyspnoeas,8,4.83,1.66,1.66,1.37,0.7538,1.39365,2.33672
ixazomib,dyspnoeas,448,549.28,0.82,0.82,0.81,0.7531,0.81473,0.87964
nabumetone,dyspnoeas,120,136.05,0.88,0.88,0.88,0.75293,0.87786,1.01591
rimabotulinumtoxinb,dyspnoeas,19,16.24,1.17,1.17,1.11,0.75117,1.11457,1.58047
sucrose,dyspnoeas,20,17.33,1.15,1.15,1.09,0.75109,1.10306,1.55154
venetoclax,dyspnoeas,834,1048.49,0.8,0.8,0.79,0.75059,0.79499,0.84112
atropine,dyspnoeas,166,193.71,0.86,0.86,0.85,0.74994,0.85417,0.96765
trovafloxacin,dyspnoeas,149,172.72,0.86,0.86,0.86,0.74908,0.85949,0.98026
alpelisib,dyspnoeas,208,246.9,0.84,0.84,0.84,0.74828,0.84036,0.93969
trimethoprim/sulfamethoxazolee,dyspnoeas,48,49.49,0.97,0.97,0.95,0.74821,0.95614,1.19948
acetazolamide,dyspnoeas,59,62.69,0.94,0.94,0.93,0.74656,0.93085,1.14327
carbidopa/levodopa,dyspnoeas,1215,1551.75,0.78,0.78,0.78,0.74636,0.78271,0.82021
cefoperazone,dyspnoeas,86,95.43,0.9,0.9,0.89,0.74602,0.89491,1.0624
metformin,dyspnoeas,1978,2554.11,0.77,0.77,0.77,0.74599,0.77427,0.80326
lanreotide,dyspnoeas,233,279.65,0.83,0.83,0.83,0.74513,0.8314,0.92408
panobinostat,dyspnoeas,44,45.01,0.98,0.98,0.96,0.74457,0.9622,1.21866
mifepristone,dyspnoeas,187,221.82,0.84,0.84,0.84,0.74376,0.84068,0.94568
diphenhydramine,dyspnoeas,347,426.16,0.81,0.81,0.81,0.74349,0.81311,0.88696
BCG,dyspnoeas,143,166.53,0.86,0.86,0.85,0.74339,0.85545,0.97824
ibrutinib,dyspnoeas,1535,1984.81,0.77,0.77,0.77,0.74116,0.77316,0.80607
hydromorphone,dyspnoeas,411,510.85,0.8,0.8,0.8,0.74023,0.80363,0.87054
azilsartan,dyspnoeas,45,46.57,0.97,0.97,0.95,0.7387,0.95181,1.20249
dabrafenib,dyspnoeas,343,424.06,0.81,0.81,0.81,0.73818,0.80774,0.88153
fibrinogen,dyspnoeas,11,7.98,1.38,1.38,1.23,0.73757,1.24321,1.94389
dutasteride,dyspnoeas,180,215.52,0.84,0.84,0.83,0.73507,0.83285,0.93895
propranolol,dyspnoeas,398,498,0.8,0.8,0.8,0.73431,0.79827,0.86584
edoxaban,dyspnoeas,182,218.9,0.83,0.83,0.83,0.73229,0.82913,0.93415
isavuconazonium,dyspnoeas,25,23.52,1.06,1.06,1.02,0.73089,1.02964,1.40078
dicyclomine,dyspnoeas,41,42.44,0.97,0.97,0.95,0.72836,0.95018,1.2131
nadolol,dyspnoeas,69,76.78,0.9,0.9,0.89,0.7268,0.89096,1.07816
samarium,dyspnoeas,12,9.19,1.31,1.31,1.18,0.72573,1.1957,1.83763
ziprasidone,dyspnoeas,352,443.34,0.79,0.79,0.79,0.72553,0.79297,0.86445
lanadelumab,dyspnoeas,93,107.08,0.87,0.87,0.86,0.72491,0.8634,1.01851
ipilimumab,dyspnoeas,522,669.99,0.78,0.78,0.78,0.72381,0.77848,0.83583
anesthetic,dyspnoeas,8,5.1,1.57,1.57,1.31,0.72204,1.33437,2.23427
antacid,dyspnoeas,51,55.02,0.93,0.93,0.91,0.7219,0.91562,1.14129
pantoprazole sodium,dyspnoeas,11,8.22,1.34,1.34,1.2,0.71965,1.21288,1.89598
chlorpheniramine,dyspnoeas,225,279.29,0.81,0.81,0.8,0.71911,0.80393,0.89519
clindamycin,dyspnoeas,541,700.2,0.77,0.77,0.77,0.71875,0.77204,0.82789
buprenorphine/naloxone,dyspnoeas,414,531.18,0.78,0.78,0.78,0.71739,0.77859,0.84318
daprodustat,dyspnoeas,14,11.53,1.21,1.21,1.12,0.71496,1.13412,1.69349
goserelin,dyspnoeas,180,221.63,0.81,0.81,0.81,0.71493,0.81003,0.91322
dianeal,dyspnoeas,2842,3857.13,0.74,0.74,0.74,0.71422,0.73672,0.75968
ketoprofen,dyspnoeas,127,152.63,0.83,0.83,0.83,0.71395,0.82878,0.95532
hydrochlorothiazide/nebivolol,dyspnoeas,3,0.62,4.82,4.82,2.07,0.71382,2.03821,6.48838
loratinib,dyspnoeas,3,0.62,4.82,4.82,2.07,0.71382,2.03821,6.48838
fludarabine,dyspnoeas,289,366.9,0.79,0.79,0.79,0.7129,0.78648,0.86494
cilastatin,dyspnoeas,44,47.11,0.93,0.93,0.92,0.71233,0.92051,1.16585
ligelizumab,dyspnoeas,2,0.12,17.12,17.12,4.09,0.71093,3.76021,23.29678
aspirin,dyspnoeas,1278,1719.3,0.74,0.74,0.74,0.70944,0.74311,0.77781
mesna,dyspnoeas,26,25.46,1.02,1.02,0.99,0.7092,0.99226,1.34244
varenicline,dyspnoeas,2344,3194.12,0.73,0.73,0.73,0.7091,0.73374,0.75895
armodafinil,dyspnoeas,96,113.62,0.84,0.84,0.84,0.70757,0.84038,0.98887
laxative,dyspnoeas,21,19.7,1.07,1.07,1.02,0.70553,1.0263,1.43255
cefditoren pivoxil,dyspnoeas,18,16.28,1.11,1.11,1.05,0.70359,1.05554,1.50963
morphine,dyspnoeas,1093,1478.9,0.74,0.74,0.74,0.70267,0.73881,0.77617
naratriptan,dyspnoeas,26,25.74,1.01,1.01,0.98,0.70208,0.9823,1.32894
lanoteplase,dyspnoeas,4,1.44,2.78,2.78,1.65,0.70192,1.68849,3.59869
methylcellulose,dyspnoeas,7,4.28,1.63,1.63,1.32,0.70046,1.35121,2.33464
pindolol,dyspnoeas,32,33.1,0.97,0.97,0.94,0.7,0.94669,1.24562
tagraxofusp,dyspnoeas,12,9.58,1.25,1.25,1.14,0.7,1.15319,1.77183
ethinyl estradiol,dyspnoeas,38,40.49,0.94,0.94,0.92,0.6999,0.92274,1.18859
warfarin,dyspnoeas,1440,1969.66,0.73,0.73,0.73,0.69969,0.73091,0.76304
avacopan,dyspnoeas,42,45.52,0.92,0.92,0.91,0.69924,0.90922,1.15759
nesiritide,dyspnoeas,17,15.26,1.11,1.11,1.05,0.69788,1.05967,1.52983
oxygen,dyspnoeas,29,29.63,0.98,0.98,0.95,0.69571,0.95573,1.27382
vedotin,dyspnoeas,3,0.66,4.53,4.53,1.98,0.69528,1.96853,5.99227
rifampin,dyspnoeas,246,317.84,0.77,0.77,0.77,0.69454,0.77265,0.8564
ethanol,dyspnoeas,32,33.37,0.96,0.96,0.93,0.69451,0.93927,1.23585
dextrose,dyspnoeas,1659,2294.28,0.72,0.72,0.72,0.69415,0.72295,0.75253
amlodipine/atorvastatin,dyspnoeas,48,53.46,0.9,0.9,0.88,0.69407,0.88695,1.11267
cefradine,dyspnoeas,21,20.05,1.05,1.05,1,0.69402,1.00954,1.40912
lomefloxacin,dyspnoeas,48,53.69,0.89,0.89,0.88,0.69113,0.88319,1.10795
diethylpropion,dyspnoeas,21,20.29,1.04,1.04,0.99,0.68655,0.99867,1.39393
patiromer,dyspnoeas,313,414.44,0.76,0.76,0.75,0.68638,0.75428,0.82651
dalteparin,dyspnoeas,114,141.5,0.81,0.81,0.8,0.68542,0.8024,0.932
codeine,dyspnoeas,206,267.07,0.77,0.77,0.77,0.68504,0.76978,0.86123
linagliptin,dyspnoeas,189,244.1,0.77,0.77,0.77,0.68395,0.77257,0.86853
methazolamide,dyspnoeas,12,9.85,1.22,1.22,1.11,0.68306,1.12521,1.72857
vancomycin,dyspnoeas,634,869.27,0.73,0.73,0.73,0.68238,0.72894,0.77757
follitropin delta,dyspnoeas,34,36.52,0.93,0.93,0.91,0.68204,0.91391,1.19329
methacholine,dyspnoeas,4,1.52,2.63,2.63,1.6,0.6818,1.63629,3.4432
meloxicam,dyspnoeas,188,243.9,0.77,0.77,0.77,0.68066,0.7691,0.8649
menotropins,dyspnoeas,44,49.45,0.89,0.89,0.87,0.67962,0.87824,1.1123
tramadol,dyspnoeas,911,1268.57,0.72,0.72,0.72,0.67947,0.71786,0.75768
sulfasalazine,dyspnoeas,274,364.53,0.75,0.75,0.75,0.67855,0.75059,0.82756
glutathione,dyspnoeas,3,0.7,4.28,4.28,1.91,0.67824,1.90695,5.56552
iodinated,dyspnoeas,3,0.7,4.28,4.28,1.91,0.67824,1.90695,5.56552
cabozantinib,dyspnoeas,784,1090.66,0.72,0.72,0.72,0.67715,0.71851,0.76154
potassium chloride,dyspnoeas,119,150.34,0.79,0.79,0.79,0.67594,0.78861,0.91317
capsaicin,dyspnoeas,36,39.52,0.91,0.91,0.89,0.67423,0.89583,1.16146
celecoxib,dyspnoeas,1479,2102.09,0.7,0.7,0.7,0.67378,0.70343,0.73394
trabectedin,dyspnoeas,47,53.85,0.87,0.87,0.86,0.67323,0.86261,1.0846
entrectinib,dyspnoeas,31,33.21,0.93,0.93,0.91,0.67295,0.91462,1.20834
salsalate,dyspnoeas,15,13.51,1.11,1.11,1.04,0.67274,1.0501,1.54857
tetrofosmin,dyspnoeas,14,12.34,1.13,1.13,1.05,0.67247,1.06661,1.59227
fentanyl,dyspnoeas,1959,2811.87,0.7,0.7,0.7,0.67102,0.69658,0.72278
brinzolamide,dyspnoeas,90,111.71,0.81,0.81,0.8,0.67098,0.80152,0.94801
azathioprine,dyspnoeas,181,237.94,0.76,0.76,0.76,0.67013,0.759,0.85541
terazosin,dyspnoeas,181,238.29,0.76,0.76,0.76,0.66914,0.75789,0.85416
ceftizoxime,dyspnoeas,23,23.36,0.98,0.98,0.95,0.66813,0.9554,1.31543
vildagliptin,dyspnoeas,44,50.35,0.87,0.87,0.86,0.66787,0.86305,1.09306
atorvastatin,dyspnoeas,2534,3680.91,0.69,0.69,0.69,0.66609,0.68834,0.71107
desogestrel,dyspnoeas,59,70.55,0.84,0.84,0.83,0.66499,0.82914,1.01833
tamoxifen,dyspnoeas,313,427.84,0.73,0.73,0.73,0.66497,0.73074,0.80072
canakinumab,dyspnoeas,266,361.1,0.74,0.74,0.74,0.664,0.73562,0.81221
colistimethate,dyspnoeas,13,11.37,1.14,1.14,1.06,0.66248,1.06964,1.61839
corifollitropin alfa,dyspnoeas,3,0.74,4.06,4.06,1.84,0.66246,1.85182,5.2001
gemifloxacin,dyspnoeas,42,48.17,0.87,0.87,0.86,0.66191,0.86067,1.09578
esoomeprazole,dyspnoeas,5,2.57,1.95,1.95,1.4,0.6596,1.43657,2.72198
entacapone,dyspnoeas,79,98.55,0.8,0.8,0.8,0.65908,0.79701,0.95297
tocainide,dyspnoeas,42,48.4,0.87,0.87,0.85,0.65881,0.85664,1.09064
progesterone/estrogen,dyspnoeas,21,21.22,0.99,0.99,0.95,0.65822,0.95744,1.33631
asenapine,dyspnoeas,179,239.89,0.75,0.75,0.74,0.65694,0.74459,0.83971
cefoperazone/sulbactam,dyspnoeas,26,27.61,0.94,0.94,0.91,0.65689,0.91905,1.24331
melphalan,dyspnoeas,186,250.4,0.74,0.74,0.74,0.65562,0.7413,0.83414
sulindac,dyspnoeas,135,177.71,0.76,0.76,0.76,0.65547,0.75743,0.86945
asparaginase,dyspnoeas,106,136.9,0.77,0.77,0.77,0.65487,0.77122,0.90061
lidocaine,dyspnoeas,650,929.54,0.7,0.7,0.7,0.65483,0.69893,0.74497
acyclovir,dyspnoeas,382,535.42,0.71,0.71,0.71,0.65457,0.71283,0.77446
mezlocillin,dyspnoeas,10,8.02,1.25,1.25,1.11,0.65443,1.13166,1.80185
shingrix,dyspnoeas,4,1.64,2.45,2.45,1.52,0.65399,1.56524,3.24524
gamma oryzanol,dyspnoeas,9,6.89,1.31,1.31,1.15,0.65393,1.16539,1.89701
omega-3-acid ethyl esters,dyspnoeas,69,85.78,0.8,0.8,0.8,0.65185,0.79906,0.96695
mirtazapine,dyspnoeas,413,584.37,0.71,0.71,0.71,0.65061,0.70619,0.76485
epinephrine,dyspnoeas,391,552.36,0.71,0.71,0.71,0.65012,0.70728,0.7677
sulpiride,dyspnoeas,16,15.26,1.05,1.05,0.99,0.64981,0.99969,1.4578
metolazone,dyspnoeas,40,46.41,0.86,0.86,0.85,0.64967,0.85039,1.08878
acalabrutinib,dyspnoeas,112,146.68,0.76,0.76,0.76,0.64899,0.76084,0.88487
upadacitinib,dyspnoeas,712,1031.44,0.69,0.69,0.69,0.64836,0.69,0.73339
osilodrostat,dyspnoeas,22,22.86,0.96,0.96,0.93,0.6479,0.93413,1.29462
penicillin v benzathine,dyspnoeas,3,0.78,3.85,3.85,1.79,0.64775,1.80191,4.88818
chloroprocaine,dyspnoeas,16,15.34,1.04,1.04,0.99,0.64679,0.99504,1.451
caplacizumab,dyspnoeas,28,30.68,0.91,0.91,0.89,0.64653,0.89329,1.19618
sulbactam,dyspnoeas,36,41.31,0.87,0.87,0.85,0.64598,0.85829,1.11277
acrivastine,dyspnoeas,4,1.67,2.39,2.39,1.5,0.64528,1.54322,3.18667
osimertinib,dyspnoeas,406,579.07,0.7,0.7,0.7,0.64499,0.70058,0.75928
bendazac,dyspnoeas,2,0.16,12.84,12.84,3.17,0.6438,2.76401,18.09132
chlophedianol,dyspnoeas,2,0.16,12.84,12.84,3.17,0.6438,2.76401,18.09132
cobolimab,dyspnoeas,2,0.16,12.84,12.84,3.17,0.6438,2.76401,18.09132
potassium bicarbonate,dyspnoeas,2,0.16,12.84,12.84,3.17,0.6438,2.76401,18.09132
zolmitriptan,dyspnoeas,101,132.35,0.76,0.76,0.76,0.64281,0.76011,0.89089
lenalidomide,dyspnoeas,6403,9763.79,0.66,0.65,0.66,0.64238,0.65577,0.66933
panitumumab,dyspnoeas,284,400.16,0.71,0.71,0.71,0.64203,0.7089,0.78027
ginger,dyspnoeas,8,5.92,1.35,1.35,1.16,0.64123,1.18404,1.9774
acetaminophen/tramadol,dyspnoeas,32,36.29,0.88,0.88,0.86,0.64075,0.86654,1.14012
dabigatran,dyspnoeas,1682,2525.88,0.67,0.67,0.67,0.63946,0.6658,0.69286
adagrasib,dyspnoeas,10,8.25,1.21,1.21,1.09,0.63862,1.10422,1.75781
milnacipran,dyspnoeas,78,100.42,0.78,0.78,0.77,0.63808,0.77257,0.92476
dorzolamide,dyspnoeas,117,156.45,0.75,0.75,0.74,0.63806,0.74541,0.86419
mycophenolate mofetil,dyspnoeas,867,1284.96,0.67,0.67,0.67,0.63755,0.67451,0.71288
methocarbamol,dyspnoeas,25,27.18,0.92,0.92,0.89,0.63738,0.89785,1.22134
minocycline,dyspnoeas,224,314.49,0.71,0.71,0.71,0.636,0.7112,0.79211
sitagliptin,dyspnoeas,619,910.11,0.68,0.68,0.68,0.63589,0.67982,0.72573
thyrotropin alfa,dyspnoeas,24,25.97,0.92,0.92,0.89,0.63493,0.90092,1.23269
teriflunomide,dyspnoeas,1056,1584.34,0.67,0.67,0.67,0.6332,0.66635,0.70064
valdecoxib,dyspnoeas,369,534.92,0.69,0.69,0.69,0.63198,0.68926,0.74992
paregoric,dyspnoeas,13,11.99,1.08,1.08,1.01,0.63171,1.01988,1.54283
probenecid,dyspnoeas,17,17.02,1,1,0.95,0.63157,0.9589,1.38405
quinine,dyspnoeas,40,47.81,0.84,0.84,0.82,0.63118,0.82618,1.05779
ethiodized oil,dyspnoeas,7,4.91,1.43,1.43,1.19,0.63103,1.21609,2.09432
bromfenac,dyspnoeas,103,137.95,0.75,0.75,0.74,0.63014,0.74388,0.87057
carbidopa/levodopa/entacapone,dyspnoeas,101,135.73,0.74,0.74,0.74,0.62693,0.74134,0.86889
fondaparinux,dyspnoeas,186,262.16,0.71,0.71,0.71,0.62638,0.70823,0.79694
zestoretic,dyspnoeas,20,21.06,0.95,0.95,0.91,0.62625,0.9196,1.29311
pregabalin,dyspnoeas,3219,4999.78,0.64,0.64,0.64,0.6253,0.64378,0.66262
zanubrutinib,dyspnoeas,24,26.4,0.91,0.91,0.88,0.62516,0.88704,1.2137
nicotine,dyspnoeas,1558,2390.65,0.65,0.65,0.65,0.62483,0.6516,0.67913
avapritinib,dyspnoeas,140,194.1,0.72,0.72,0.72,0.6243,0.7195,0.82392
anakinra,dyspnoeas,199,282.64,0.7,0.7,0.7,0.62427,0.70294,0.78795
eletriptan,dyspnoeas,107,145.2,0.74,0.74,0.73,0.62411,0.73442,0.85703
empagliflozin,dyspnoeas,414,611.12,0.68,0.68,0.68,0.62377,0.67699,0.73315
dupilumab,dyspnoeas,3817,5960.16,0.64,0.64,0.64,0.62348,0.64038,0.65758
avelumab,dyspnoeas,51,63.97,0.8,0.8,0.79,0.62306,0.79025,0.98499
diflunisal,dyspnoeas,44,54.12,0.81,0.81,0.8,0.62246,0.80438,1.01873
opicapone,dyspnoeas,21,22.58,0.93,0.93,0.9,0.62087,0.90308,1.26037
prazosin,dyspnoeas,60,77.17,0.78,0.78,0.77,0.62037,0.77204,0.94665
glucose,dyspnoeas,46,57.16,0.8,0.8,0.79,0.62018,0.79682,1.00421
duloxetine,dyspnoeas,1238,1905.89,0.65,0.65,0.65,0.61956,0.64944,0.68027
carbidopa,dyspnoeas,216,310.91,0.69,0.69,0.69,0.61909,0.69375,0.77417
evolocumab,dyspnoeas,2028,3160.9,0.64,0.64,0.64,0.61837,0.64152,0.66523
pseudoephedrine,dyspnoeas,235,340.58,0.69,0.69,0.69,0.61791,0.68911,0.7656
captopril,dyspnoeas,196,281.67,0.7,0.7,0.69,0.61644,0.69475,0.77944
enasidenib,dyspnoeas,62,80.6,0.77,0.77,0.76,0.61629,0.76418,0.93404
meropenem,dyspnoeas,118,163.54,0.72,0.72,0.72,0.61625,0.71946,0.83359
cedazuridine,dyspnoeas,6,3.93,1.53,1.53,1.22,0.61604,1.25155,2.23843
enoxaparin,dyspnoeas,499,751.52,0.66,0.66,0.66,0.616,0.66363,0.71367
